46,45
52,39
56,44
63,46
58,39
65,45
60,47
63,49
53,51
42,42
54,36
54,36
53,51
46,45
52,39
56,44
63,46
58,39
65,45
60,47
63,49
53,51
42,42
54,36
54,36
53,51
46,45
51,39
56,44
63,46
58,39
65,45
60,47
63,49
53,51
42,42
54,36
54,36
53,51
46,45
51,39
56,44
63,46
58,39
64,44
61,46
63,49
53,51
41,43
54,36
54,36
53,51
46,45
51,39
56,44
63,46
58,39
64,44
61,46
63,49
53,51
41,43
54,36
54,36
53,51
46,45
50,39
56,44
63,46
58,39
64,44
61,46
63,49
53,51
41,43
54,36
54,36
53,51
46,45
50,39
56,44
63,46
58,39
64,44
61,46
63,49
53,51
41,44
54,36
54,36
53,51
46,45
50,39
56,44
63,46
58,39
63,44
61,46
63,49
53,51
41,44
54,36
54,36
53,51
46,45
49,39
56,44
64,46
58,39
63,44
61,46
63,49
53,51
41,44
54,36
54,36
53,51
46,45
49,39
56,44
64,45
58,39
63,44
61,46
63,49
53,51
41,44
54,36
54,36
53,51
46,45
49,39
56,44
64,45
58,39
63,44
61,46
63,49
53,51
41,44
54,36
54,36
53,51
46,45
48,40
56,44
64,45
58,39
62,44
61,46
63,49
53,51
42,44
54,36
54,36
53,51
46,45
48,40
56,44
64,45
58,39
62,44
62,46
63,49
53,51
42,44
54,36
54,36
53,51
46,45
48,40
56,44
63,44
58,39
62,44
62,46
63,49
53,51
42,44
54,36
54,36
53,51
46,45
48,41
56,44
63,44
58,39
61,44
62,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
48,41
56,44
63,44
58,39
61,44
62,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
48,41
56,44
62,43
58,39
61,44
62,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
48,41
56,44
62,43
58,39
60,44
63,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
48,41
56,44
62,43
58,39
60,44
63,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
49,41
56,44
62,42
58,39
60,44
63,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
49,41
56,44
62,42
58,39
59,44
63,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
49,41
56,44
62,42
58,39
59,44
63,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
50,42
56,44
62,42
58,39
59,44
63,46
63,49
53,51
43,44
54,36
54,36
53,51
46,45
50,42
56,44
62,41
58,39
59,44
63,46
63,48
53,51
43,44
54,36
54,36
53,51
46,45
50,42
56,44
62,41
58,39
59,44
63,47
63,48
53,51
43,44
54,36
54,36
53,51
46,45
50,42
56,44
62,41
58,39
59,44
62,47
63,48
53,51
43,44
54,36
54,36
53,51
46,45
50,42
56,44
62,41
58,39
59,44
62,47
64,48
53,51
43,44
54,36
54,36
53,51
46,45
50,42
56,44
62,41
58,39
59,44
62,47
64,48
53,51
43,44
54,36
54,36
53,51
46,45
50,42
56,44
62,41
58,39
60,45
61,47
64,48
53,51
43,44
54,36
54,36
53,51
46,45
51,42
56,44
62,41
58,39
60,45
61,47
64,48
53,51
43,43
54,36
54,36
53,51
46,45
51,42
56,44
62,41
58,39
60,45
61,47
65,48
53,51
43,43
54,36
54,36
53,51
46,45
51,42
56,44
62,41
58,39
61,46
61,47
65,48
53,51
43,43
54,36
54,36
53,51
46,45
52,42
56,44
62,41
58,39
61,46
60,48
65,48
53,51
43,42
54,36
54,36
53,51
46,45
52,42
56,44
62,41
58,39
61,46
60,48
66,49
53,51
43,42
54,36
54,36
53,51
46,45
52,42
56,44
62,41
58,39
62,47
60,48
66,49
53,51
43,42
54,36
54,36
53,51
46,44
52,42
56,44
62,41
58,39
62,47
59,49
66,49
53,51
43,41
54,36
54,36
53,51
46,44
52,42
56,44
62,41
58,39
62,47
59,49
66,49
53,51
43,41
54,36
54,36
53,51
46,44
52,42
56,44
62,41
58,39
63,48
59,49
66,49
53,51
43,41
54,36
54,36
53,51
46,44
52,42
56,44
62,41
58,39
63,48
59,49
66,49
53,51
44,40
54,36
54,36
53,51
46,44
52,42
56,44
63,41
58,39
63,48
59,49
66,49
53,51
44,40
54,36
54,36
53,51
46,44
52,42
56,44
63,41
58,39
63,48
59,49
66,49
53,51
44,40
54,36
54,36
53,51
46,44
52,42
56,44
63,41
58,39
64,48
59,49
66,49
53,51
45,40
54,36
54,36
53,51
46,44
52,42
56,44
64,41
59,40
64,48
59,49
66,49
53,51
45,39
54,36
54,36
53,51
46,44
52,42
56,44
64,41
59,40
64,48
59,49
66,49
53,51
45,39
54,36
54,36
53,51
46,44
51,42
56,44
64,41
59,40
64,48
59,49
66,49
53,51
45,39
54,36
54,36
53,51
46,44
51,42
56,44
65,41
60,41
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
51,42
56,44
65,41
60,41
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
51,42
56,44
65,41
60,41
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
51,42
56,44
66,41
60,41
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
50,42
56,44
66,41
60,42
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
50,42
56,44
66,41
60,42
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
50,42
56,44
67,41
60,42
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
50,42
56,44
67,40
59,43
64,48
59,49
66,49
53,51
46,39
54,36
54,36
53,51
46,44
50,42
56,44
67,40
59,43
64,48
59,49
66,49
53,50
46,39
54,36
54,36
53,50
46,44
50,42
56,44
67,40
59,43
64,48
59,49
66,49
53,50
46,39
54,36
54,36
53,50
46,44
50,42
56,44
68,39
59,43
64,48
59,49
66,49
53,50
46,39
54,36
54,36
53,50
46,44
50,42
56,44
68,39
58,43
64,48
59,49
66,49
53,50
46,39
54,36
54,36
53,50
46,44
51,42
56,44
68,39
58,43
64,48
59,49
66,49
53,49
46,39
54,36
54,36
53,49
46,44
51,42
56,44
68,39
58,43
64,48
59,49
66,49
53,49
46,39
54,36
54,36
53,49
46,44
51,42
56,44
68,39
58,43
64,48
59,49
66,49
53,49
46,39
54,36
54,36
53,49
46,44
51,42
56,44
68,39
58,43
64,48
59,49
66,49
53,49
46,39
54,36
54,36
53,49
46,44
52,42
56,44
68,39
58,43
64,48
59,49
66,49
54,48
46,39
54,36
54,36
54,48
46,44
52,42
56,44
68,39
58,43
64,48
59,49
66,49
54,48
46,39
54,36
54,36
54,48
46,44
52,42
56,44
68,39
58,43
64,48
59,49
66,49
54,48
46,39
54,36
54,36
54,48
46,44
52,42
56,44
68,39
58,43
64,48
59,49
66,49
55,47
46,39
54,36
54,36
55,47
46,44
52,42
55,44
68,39
58,43
64,48
58,48
66,49
55,47
46,39
54,36
54,36
55,47
46,44
52,42
55,44
68,39
58,43
64,48
58,48
66,49
55,47
46,39
54,36
54,36
55,47
46,44
52,42
55,44
68,39
58,43
64,48
58,48
66,49
56,46
46,39
54,36
54,36
56,46
46,44
52,42
55,44
68,39
58,43
63,48
57,47
66,49
56,46
46,39
54,36
54,36
56,46
46,44
52,42
55,44
68,39
58,43
63,48
57,47
66,49
56,46
46,39
54,36
54,36
56,46
46,44
52,42
54,44
68,39
58,43
63,48
57,47
66,49
56,46
46,39
54,36
54,36
56,46
46,44
52,42
54,44
67,39
58,43
63,48
57,47
66,49
56,45
46,39
54,36
54,36
56,45
46,44
52,42
54,44
67,39
58,43
62,49
56,46
66,49
56,45
46,39
54,36
54,36
56,45
46,44
52,42
53,44
67,39
58,43
62,49
56,46
66,49
56,45
46,39
54,36
54,36
56,45
46,44
52,42
53,44
67,39
58,43
62,49
56,46
66,49
56,44
46,39
54,36
54,36
56,44
46,44
52,42
53,44
66,39
58,43
62,49
55,46
66,49
56,44
46,39
54,36
54,36
56,44
46,44
52,42
52,44
66,39
58,43
61,49
55,46
66,49
56,44
46,39
54,36
54,36
56,44
46,44
52,42
52,44
66,39
58,43
61,49
55,46
66,49
56,44
46,39
54,36
54,36
56,44
46,44
52,42
52,44
65,39
58,44
61,49
54,45
66,49
56,44
46,39
54,36
54,36
56,44
46,44
52,42
51,44
65,39
58,44
61,48
54,45
66,49
56,44
46,39
54,36
54,36
56,44
46,44
52,42
51,44
65,39
58,44
61,48
54,45
66,49
56,44
45,39
54,36
54,36
56,44
46,44
52,42
51,44
64,39
57,45
61,48
54,45
66,49
56,44
45,39
54,36
54,36
56,44
46,44
52,42
50,44
64,39
57,45
61,48
54,45
66,49
56,44
45,39
54,36
54,36
56,44
46,44
52,42
50,44
64,39
57,45
62,48
54,45
66,49
55,44
45,39
54,36
54,36
55,44
46,44
52,42
50,44
63,39
57,45
62,48
54,45
66,49
55,44
45,40
54,36
54,36
55,44
46,44
52,42
50,44
63,39
57,46
62,48
54,45
66,49
55,44
44,40
54,36
54,36
55,44
46,44
52,42
49,44
63,39
57,46
62,48
55,46
66,49
55,44
44,40
54,36
54,36
55,44
46,44
52,42
49,44
63,39
57,46
63,48
55,46
66,49
54,44
44,40
54,36
54,36
54,44
46,44
52,42
49,44
63,39
57,47
63,48
55,46
66,49
54,44
43,41
54,36
54,36
54,44
46,44
52,42
49,44
63,39
57,47
63,48
55,46
66,49
54,44
43,41
54,36
54,36
54,44
46,44
52,42
49,44
63,39
57,47
64,48
55,47
66,49
53,45
43,41
54,36
54,36
53,45
46,44
52,42
49,44
63,39
57,48
64,48
55,47
66,49
53,45
42,42
54,36
54,36
53,45
46,44
52,42
49,44
63,39
57,48
64,48
55,47
66,49
53,45
42,42
54,36
54,36
53,45
46,44
52,42
49,44
63,39
57,48
64,48
55,48
66,49
53,46
42,42
54,36
54,36
53,46
46,44
52,42
49,44
63,39
57,48
64,48
55,48
66,49
52,46
42,42
54,36
54,36
52,46
46,44
52,42
49,44
63,39
57,48
64,48
55,49
66,49
52,46
41,42
54,36
54,36
52,46
46,44
52,42
49,44
63,39
57,48
64,48
55,48
66,49
52,46
41,42
54,36
54,36
52,46
46,44
52,42
49,44
63,39
57,48
64,48
55,48
66,49
51,47
41,42
54,36
54,36
51,47
46,44
52,42
49,44
63,39
57,48
64,48
55,48
66,49
51,47
41,42
54,36
54,36
51,47
46,44
52,42
49,44
63,39
57,48
64,48
55,47
66,49
51,47
41,42
54,36
54,36
51,47
46,44
52,42
49,44
63,39
57,48
64,48
55,47
66,49
50,48
41,42
54,36
54,36
50,48
46,44
52,42
49,44
63,39
56,48
64,47
55,47
66,49
50,48
41,42
54,36
54,36
50,48
46,44
52,42
49,44
63,39
56,48
64,47
55,46
66,49
50,48
41,42
54,36
54,36
50,48
46,44
52,42
49,44
63,39
56,48
64,47
55,46
66,49
49,49
41,42
54,36
54,36
49,49
46,44
52,42
49,44
63,39
56,48
65,46
55,46
66,49
49,49
41,42
54,36
54,36
49,49
